author_handle,author_did,uri,created_at,subject_uri,subject_cid
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mpqk74bdfm2v,2026-07-03T12:26:52.784Z,at://did:plc:uzejkiw7r33grrlfc63hzg7i/app.bsky.feed.post/3mpqbiclsxs2e,bafyreifvdnjfwtivtvgyuyu6tfqnmiytagb2qvna2z7rht7pmpmo3yuq24
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mprf5t3zjz22,2026-07-03T20:29:20.572Z,at://did:plc:7qqkq2zdwq4j5jingukgtuky/app.bsky.feed.post/3mppkqmdxqc2c,bafyreifjykwwvfuj7lajqgy67o57rr2xhf7nxsqdt6vawkfvcdu4qzggou
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mprs4latlb2v,2026-07-04T00:21:17.513Z,at://did:plc:s756bgp2rkhhxkenahkd3eem/app.bsky.feed.post/3mprdojymis23,bafyreiftwppd324coetqlzz7cfwm5xaaovn3jcabmovtreyiwyjstzfori
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mpwmaqcsrv2i,2026-07-05T22:19:33.269Z,at://did:plc:gtqybdeowyge7ycnt75jre5w/app.bsky.feed.post/3mpwhceje5k2i,bafyreid7xufr7homxuspm2lnk5ot6qk4ts3ovp7qwrt5hzkugoy2i2uq2m
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mq62cy6pug2w,2026-07-08T21:19:59.135Z,at://did:plc:aqwj7auzi44mijbnyptdkqbk/app.bsky.feed.post/3mq3rceeayc27,bafyreicbb5n6m4icp23gcz42gtpg2wrfvhh2rlvgevono4luja6um4jjqq
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mqedi6e5s62x,2026-07-11T09:19:55.538Z,at://did:plc:x5cckgv3pe2puk5x2lbpytqk/app.bsky.feed.post/3mqd246xo5223,bafyreiefmmsxaetgsbhgljiwqjzsg3ml6v4atdxbd6vo6z5xfbtixqrkb4
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mqedpx62zn27,2026-07-11T09:24:16.431Z,at://did:plc:j2wesbmutmqaosmgf6utcfot/app.bsky.feed.post/3mqdjbphl6k2b,bafyreidecx5o33aef224w25vqmupg6ovn5z5ykvbgpvixwgecari3pa6ea
sparkyomatic.bsky.social,did:plc:pn3yjtajmrjl6dvhisvimbol,at://did:plc:pn3yjtajmrjl6dvhisvimbol/app.bsky.feed.repost/3mqeopga7al2l,2026-07-11T12:40:49.844Z,at://did:plc:s756bgp2rkhhxkenahkd3eem/app.bsky.feed.post/3mqckapq4ls2o,bafyreicyhepzoymnty7icycrt5jwp3uklthis7w57eevuam65dyasnhbhe
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3motatzqb3f22,2026-06-21T20:52:22.355Z,at://did:plc:s3m33wvdsixxr2ifnkldlfp3/app.bsky.feed.post/3mosokao3tk2g,bafyreid5lbjwtwzfibj3nnjkvnecohz2pctp7s5mqgzh66adqsjqwftjoe
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mp7qqa6guf2m,2026-06-26T20:08:33.347Z,at://did:plc:6oblddgkppfvk2ly7kxlaqob/app.bsky.feed.post/3mp6ua7jnrs2n,bafyreiboict37f7ytry552qgiywibiignwvtr6vb2e5ylttc2xqn2roeia
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mp7qqolirv2z,2026-06-26T20:08:48.455Z,at://did:plc:rlr4e4zioxivpndzr4mqw4r2/app.bsky.feed.post/3mp76ndm4q22f,bafyreidu6nzkmdebpan4d2jp5sypyb3i3wduxihglzrzp5ebxxv2tywsma
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpekzo2e5o2b,2026-06-28T18:09:45.812Z,at://did:plc:xjc7mkotpenvhh6ffewkdpyn/app.bsky.feed.post/3mpcnwvsrvc2m,bafyreicinweaxd2qp6hjztfvxl4her2plyhtavt5msmucgtmdrs4aj5iva
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpgzkye4j525,2026-06-29T17:35:19.642Z,at://did:plc:2swttnibw2v44fsavbv5ly4n/app.bsky.feed.post/3mpfgbf3jpc2a,bafyreiftq4a7mztef6l335wicxmce3da5d27fceli2dbfsm3gmthapgduq
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpihr7fcyn2e,2026-06-30T07:22:00.644Z,at://did:plc:j4eroku3volozvv6ljsnnfec/app.bsky.feed.post/3mpi7s26rwh2l,bafyreif3hpdk3v7y6lx2mvg45ve5ucw5miflexhdw5qigmovjn2mnsjwtq
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpihryuluf2e,2026-06-30T07:22:27.337Z,at://did:plc:4llrhdclvdlmmynkwsmg5tdc/app.bsky.feed.post/3mphuqbhue62g,bafyreifx6jnzkjj4o4nj5yc3snzjglqvuiz73kruv6o2nue5b2mr5fuh2a
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpndfah5sv2c,2026-07-02T05:47:02.811Z,at://did:plc:ljtkbowqaiooic3koshhwsxl/app.bsky.feed.post/3mpjavcm3kc27,bafyreifaqs6khpq3tic4aft4sm7tmlgzxzqjcp2gyelutpioht3xb627yu
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpndie4d7j24,2026-07-02T05:48:47.302Z,at://did:plc:6qsr3ebzrptzaycswv63nnh4/app.bsky.feed.post/3mpnbcn6i3726,bafyreicj7wk253baeyfwhm7cturu3lex5goktnrrg4xhowau7gvsyv5iiu
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mppscfvtm42h,2026-07-03T05:19:13.352Z,at://did:plc:s5b3x4exyludm73jcgvupe7q/app.bsky.feed.post/3mpou7bri622r,bafyreicy5hatlsfhje3ruh26mmxozhqqvmu5sdq5sznzklm553hnwod3wi
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mppscm32622q,2026-07-03T05:19:19.818Z,at://did:plc:5xf6xcollwdfp56kdvh4v4wc/app.bsky.feed.post/3mpps24u7fc2y,bafyreihz7umhdea7bfcus4ztpsunq64l4o6q277aeonjiqrgaa5wyevut4
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mppsfbxmog25,2026-07-03T05:20:49.858Z,at://did:plc:6ckg3jjop2y5cxk7nvklp2gl/app.bsky.feed.post/3mpps2jgzzc2t,bafyreih4xo4twp5i6dlqyiasbec6yecngvlnf7gpbizz4qjeopcsktub6m
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mppspojhjj2t,2026-07-03T05:26:38.577Z,at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mpp46pd3yc2u,bafyreiasbqa3vdrn7hdllzsea5nqpznr34kg7o2bccgrj3iykfrmbrudpi
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpsc7fklsd2y,2026-07-04T05:09:11.821Z,at://did:plc:223xmbonln2z6txstz6xfexd/app.bsky.feed.post/3mpphhs5udc2c,bafyreiezw723wmy2jqi32oqs2eazrcxqrhowvl2gyzn3op55rg53jspo3q
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpsc7nnxx426,2026-07-04T05:09:20.315Z,at://did:plc:za4k2wequx6po2nl3c6lp3l3/app.bsky.feed.post/3mprsj4h57k2f,bafyreia3awtzhhhlmb7yfikkhm26sdlo3i2okyqpsm6cl7hu5bj2rz63im
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpscbb5bcn2u,2026-07-04T05:10:14.296Z,at://did:plc:vfnmgxg2yscfliemmcxzyfyh/app.bsky.feed.post/3mpppnggcql2d,bafyreicorqakbvvtd54te2sdk65udhr6i27nez7ecoh3vvwezuo5bqjn3y
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpusxpc4xl2w,2026-07-05T05:14:26.721Z,at://did:plc:5gy3v7opwo3bfoa7dojkfhvp/app.bsky.feed.post/3mpugsrlzbc22,bafyreictv3p5coudv6cncw3vfi45czuc5lpshgy3ritrgisytkehfwkygm
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mput2qmamx2o,2026-07-05T05:16:09.074Z,at://did:plc:xjc7mkotpenvhh6ffewkdpyn/app.bsky.feed.post/3mpo5ffwje22x,bafyreifu3othiz3kynyt5aubcav3iio3fly2elhi2nxka7zwlqvb4jfpky
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpzu7wal742h,2026-07-07T05:20:14.462Z,at://did:plc:35hcci2m45etp7dnyh6axeza/app.bsky.feed.post/3mpypjtrxkc2v,bafyreidyhgitm65k4gc6k4spekj2wrjbancriqmonpz7qx4neuw5u5vjgq
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mpzulhzhez2h,2026-07-07T05:26:42.200Z,at://did:plc:ddcdpvayapxexb26u6z3zlac/app.bsky.feed.post/3mpynit7isk25,bafyreiayclsbhespt5rwjcsugkdnypym5ay4ic6upkkwlfxji65ooywmpy
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mq4byqsxqr2g,2026-07-08T04:32:06.153Z,at://did:plc:s3m33wvdsixxr2ifnkldlfp3/app.bsky.feed.post/3mq2wpjvcnc25,bafyreidqju24mpbxshcaxd2lnm7eytlll7uly7m26qx4tuuxpbm7qmw3qy
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mq4c4n6fiy2y,2026-07-08T04:34:16.544Z,at://did:plc:76fbmu72wezdnsk5k4is4osa/app.bsky.feed.post/3mq4buyhmw22c,bafyreigijzc3tbmwjpdohbr7bfsjqvfk777soui4tibzr5urli7bfwh6su
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mqbqflochh2g,2026-07-10T08:33:07.649Z,at://did:plc:h2ufp2v222oznoazuc7kxmzp/app.bsky.feed.post/3mqbqb4b7xs2u,bafyreideuwdv6sbbw2c5scwyb65ptwlqrtsjhoxf4n7rb767v2uojvjeba
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mqbqhdmy7p2g,2026-07-10T08:34:06.186Z,at://did:plc:uqgv3rourwvvqouzhihorpbl/app.bsky.feed.post/3mqbq5r3sr223,bafyreidd7cikbwpfqqznfhdewyphrqy73xfo7ewotmzhey62xikzxzwkym
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mqnund5qr423,2026-07-15T04:20:59.345Z,at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3mqmpr2o2ll2l,bafyreibb3jliwgkno56365erflvsc6cqispymvflcxtloqbkn4apeiukdq
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mqo3ide4c72v,2026-07-15T06:23:27.916Z,at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mqnpnlzfy22j,bafyreihyacfvbsesw7rmsagma7sr3okwvusud6a2id5fbq6czg5sykzqte
anitaschultz.bsky.social,did:plc:v3lf2xkaixnsfkudzlspvstx,at://did:plc:v3lf2xkaixnsfkudzlspvstx/app.bsky.feed.repost/3mqo3n25v4w2n,2026-07-15T06:26:06.023Z,at://did:plc:uan3ql7k426h24lrcirjlmd3/app.bsky.feed.post/3mqo24uf7lk2i,bafyreibazo2uhthmi4iuw4ht7epdiuxfnfr7txy34nsfc72wsqztid4rxq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mojvduio4b2c,2026-06-18T03:32:34.391Z,at://did:plc:2qhershy6nk2cs5gm5zbii2r/app.bsky.feed.post/3mojodpdkms2z,bafyreifdhsmjbhivnl6gvr7vq7rcqspnxrvl6vjmhtdonldduplj4qzb54
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mojve6jern2d,2026-06-18T03:32:44.819Z,at://did:plc:36eqtmzysqf7wsslczw4uxcd/app.bsky.feed.post/3mojnm4bbbc2f,bafyreiguapa4b3onxs2ca7beynvw6buywt2md6a7kqlbyqbi7fzbtba4n4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mok6bflajb26,2026-06-18T06:12:15.285Z,at://did:plc:36eqtmzysqf7wsslczw4uxcd/app.bsky.feed.post/3mojsj4ciis26,bafyreibmyy27xgxmypsgfovjnuhlwngaz5fk4sv32ommwuf6cgn53wccja
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mok7xoicbh2z,2026-06-18T06:42:36.554Z,at://did:plc:vrmx2e5gsi23srsy2n7vljvb/app.bsky.feed.post/3mok7tq35lk25,bafyreiglvswoe6oxfomlatjcipclduycbrxhoq3dcrenlqqsud2l3yw4qy
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokanlcbsc2d,2026-06-18T06:54:51.412Z,at://did:plc:vrmx2e5gsi23srsy2n7vljvb/app.bsky.feed.post/3mokabkowsc25,bafyreihffmy7dlcyvzqrp6gfulm32xhtyq5eqsdox2x5mqdel6ko6fnn5y
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokxy63iu62d,2026-06-18T13:52:22.971Z,at://did:plc:lg6hh4x2uqmax3yfqb6phmau/app.bsky.feed.post/3moksabpuuc2r,bafyreigyp5jp7cwm6cq3gscscom5jhbn6fsrowdl7fnhc6uua3b32a6ro4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokxydrk2g2d,2026-06-18T13:52:28.933Z,at://did:plc:5c6cw3veuqruljoy5ahzerfx/app.bsky.feed.post/3mokr3ljb622d,bafyreidvuyukelbk2ua4iq7gfn2r42b6dm3tdm7m6mwnbtj3hi37jwl3he
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokyflro3t2y,2026-06-18T13:59:53.538Z,at://did:plc:x2q3trbfcmdogflerycb5qia/app.bsky.feed.post/3mokjy6kvhk2d,bafyreiarmna53yhr5crakpgom6lv7cvwumxlpoeui6blh5df6rtdkbe3sm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokygesqj52j,2026-06-18T14:00:19.785Z,at://did:plc:zetunk75tdvsmkjqkel65dcl/app.bsky.feed.post/3mokowwi5ik2v,bafyreibnwcal5puanqfuwgwtrpzo4fhntiasvd2xcfoqf3sqaq3rfo5lsq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mokzq7rv6v2q,2026-06-18T14:23:43.732Z,at://did:plc:bbp2b224lro3bfnzcqwwnkfo/app.bsky.feed.post/3moky4voj6c2b,bafyreibibxz42qzc6tk6ayjln6noonhyqa74abqahz7ddujvuvxaowe6kq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol26auszq2d,2026-06-18T14:31:34.703Z,at://did:plc:5o6k7jvowuyaquloafzn3cfw/app.bsky.feed.post/3moksz3im4223,bafyreihjlvyrrnzxtqbn6cd2qpkwiswqwec6og5eqwg4pca7owcwdbuki4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol26jl67n2c,2026-06-18T14:31:43.823Z,at://did:plc:joyalc27rb4kpkf2dkdc7xji/app.bsky.feed.post/3moksycy4lk2p,bafyreiggisg35wbsqzbv3upgh6ousb5ntyeqwmxhr2555gdb464kfmlvhy
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol2jyrb6r2d,2026-06-18T14:38:08.849Z,at://did:plc:6owbamq7anx734ioe23ngmbq/app.bsky.feed.post/3moktzwrzik2q,bafyreifpv7mupj2wvi2ivc3s72nfqgquhsitatymqjcia4hg57ux2xobhe
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol34ehc4l2y,2026-06-18T14:48:25.078Z,at://did:plc:5gy3v7opwo3bfoa7dojkfhvp/app.bsky.feed.post/3mokyn73uss2v,bafyreidyyl2iwysucynldsxabycuonrl3cf2v6yfr6peso2a72n2kpkgg4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3diqh362b,2026-06-18T14:52:24.456Z,at://did:plc:f4cqgnhbwr4247prt47byydx/app.bsky.feed.post/3mol2c7fuas2x,bafyreibybjsbqtwgqxjcdxisje2zb6agtnnoeamudu33j5vb5l6tdscmuu
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3ebtouj2c,2026-06-18T14:52:50.776Z,at://did:plc:e4tqkvdjxqapupkv6rnb6agp/app.bsky.feed.post/3mol26zdays2m,bafyreifuolkvbfqyobk75d34nybjoabldyjarvzqtkylmjmse47qntejvm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3fgc5dw2b,2026-06-18T14:53:28.999Z,at://did:plc:bbp2b224lro3bfnzcqwwnkfo/app.bsky.feed.post/3mokvwz6r7c26,bafyreidzfis6waqgqzqihi43c75mdmcmv254qo3et2db3sm3rste2fjq2e
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3ssi4ak2b,2026-06-18T15:00:57.984Z,at://did:plc:cnpe7qvcyjrhm6w7w7e4atur/app.bsky.feed.post/3mojkhvzum22b,bafyreidiws66jhajlxob7kwbf5ok7zjsjhakwpztpql5ago7lbyjdzmaka
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3whxql42s,2026-06-18T15:03:01.180Z,at://did:plc:dz5f3vjel76gadbwitlu7igz/app.bsky.feed.post/3mol3p4jetk2n,bafyreicz4vd74egtqtryzqnsrsgjwysucluuaqtkimds46jksbtrug4ohm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol3ycdxsx2m,2026-06-18T15:04:02.316Z,at://did:plc:w2r3jiih4pujxsko3726ice7/app.bsky.feed.post/3mokyyxqw3c27,bafyreihe5seruhnt2no5iv3btcnsi6vrakgu3vsuh3vkjoiitkkucwtxt4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mol5vqr6jg2z,2026-06-18T15:38:24.323Z,at://did:plc:lg6hh4x2uqmax3yfqb6phmau/app.bsky.feed.post/3mol5h4dsw22r,bafyreic5hfjtxrysqhxc6e56x4se26kxesk7istqcdsnfapkueh4m7i254
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3molghriu2j2y,2026-06-18T18:11:38.316Z,at://did:plc:lg6hh4x2uqmax3yfqb6phmau/app.bsky.feed.post/3molfsqrkis2r,bafyreibxjtcq5y2oiwxiz4yvjiczxizbci2un2r37qlu3lyyrre5m4q7de
