text,generation_timestamp
Why is it socially acceptable for politicians to police pregnant people but not to regulate predatory practices that target them? Disgusting double standard.,2026_05_21-21:07:09
"A stranger told me “it’s murder” like my situation was a textbook. Meanwhile, I was trying to survive. Rights aren’t abstract when you’re in it.",2026_05_21-21:07:09
"The anti-abortion crowd loves to say “exceptions,” but watch them fight tooth and nail when exceptions mean real access during rape, incest, or medical emergencies.",2026_05_21-21:07:09
"Every time lawmakers block clinics, they don’t stop abortion—they make it riskier. And then they act shocked when people get harmed. Not a surprise, just cruelty.",2026_05_21-21:07:09
"If you’re pro-forcing births, be honest: you’re pro-punishment. Don’t dress it up as “saving babies” when you ignore what happens after birth.",2026_05_21-21:07:09
Got told “my body my choice” is selfish… meanwhile I’m the one who could get pregnant after an attack and lose my health. Don’t talk to me about “life” when you won’t protect women’s lives.,2026_05_21-21:07:09
"Saw a politician brag about banning abortion like it’s a win. Ma’am, you just pushed suffering onto people you’ll never meet. That’s not morality; it’s cruelty.",2026_05_21-21:07:09
"If forced-birth folks actually cared about “babies,” they’d fund prenatal care, childcare, and support after birth. Instead they disappear the second the pregnancy ends.",2026_05_21-21:07:09
"The way conservatives celebrate clinic shutdowns like it’s justice is wild. You’re not “saving lives,” you’re blocking care and calling it faith.",2026_05_21-21:07:09
Someone tried to tell me rape/incest pregnancies are “rare” so it “doesn’t matter.” That’s exactly how you make harm easy to ignore.,2026_05_21-21:07:09
It’s exhausting hearing “women should carry to term” from people who never have to carry anything. Your opinions don’t get to override someone else’s health.,2026_05_21-21:07:09
"Planned Parenthood isn’t just procedures—it’s education, exams, and emergencies. Attacking it is literally attacking healthcare.",2026_05_21-21:07:09
"Pro-life slogans are always loud… until you ask about paid leave, housing, or Medicaid. Then suddenly it’s all “personal responsibility.”",2026_05_21-21:07:09
"Every time they say “safe, legal, rare,” they mean “rare for everyone except the rich.” Access isn’t morality—it’s who can afford the trip.",2026_05_21-21:07:09
My cousin couldn’t get care in time because of anti-abortion rules. “Pro-life” policies don’t stop suffering—they just decide who gets help.,2026_05_21-21:07:09
"The “pro-life” crowd loves to talk about babies, but suddenly forgets them the second they’re born—then it’s layoffs, no healthcare, and “good luck.”",2026_05_21-21:07:09
Saw another thread like “just keep it” and I wanted to scream: you don’t get to control someone’s body because you can’t handle real life.,2026_05_21-21:07:09
"They act like abortion is some casual decision made for fun. It’s healthcare—often for people who are terrified, bleeding, sick, or in danger.",2026_05_21-21:07:09
"Rape/incest pregnancies are not “debates,” they’re violence. Making people carry that is punishment disguised as morality.",2026_05_21-21:07:09
"Crazy how quickly they want to ban abortion but won’t fund prenatal care, childcare, or living wages. Protect life… as long as it’s convenient.",2026_05_21-21:07:09
"If the goal is saving lives, start with stopping maternal mortality, improving access to healthcare, and treating abortion like what it is: medical care.",2026_05_21-21:07:09
"My rights shouldn’t depend on which state I’m in. Privacy, safety, and bodily autonomy aren’t up for votes.",2026_05_21-21:07:09
Pro-choice isn’t “promoting” abortion—it’s acknowledging that people need choices and doctors need to be able to treat emergencies.,2026_05_21-21:07:09
"It’s always the same story: they call it “protecting life,” then support policies that harm women, families, and LGBTQ+ folks.",2026_05_21-21:07:09
No one’s asking conservatives to love abortion. They’re being asked to stop turning their beliefs into laws that hurt real people.,2026_05_21-21:07:09
"I keep hearing “just make adoption the option” like it’s easy. Forcing a pregnancy doesn’t suddenly solve poverty, trauma, or healthcare access. It’s control dressed up as “care.”",2026_05_21-21:07:09
"Saw another thread about abortion bans like they’re “about babies.” Meanwhile people want to strip prenatal care, contraception, and help after birth. That’s not protection—it's punishment.",2026_05_21-21:07:09
My aunt got a sick at-home pregnancy and couldn’t access care in time because of “moral” politics. Don’t tell me laws don’t affect bodies. They do.,2026_05_21-21:07:09
"If you’re anti-abortion but you’re cool cutting moms’ healthcare, funding, and childcare… you’re not “pro-life.” You’re pro-birth with no plan.",2026_05_21-21:07:09
"A reminder: “Pro-life” should include life after birth—paid leave, safe childcare, maternal healthcare, and housing. Otherwise it’s just ideology.",2026_05_21-21:07:09
"Anti-choice politicians love talking about “rare exceptions.” But the reality is bans hit everyone—especially poor folks, disabled people, and folks in states without resources.",2026_05_21-21:07:09
"The way some people celebrate Planned Parenthood closures like it’s a win is wild. That’s not morality, that’s letting women go without basic care.",2026_05_21-21:07:09
I’m so tired of the framing: either you’re “murderous” or “pro-life.” Real people aren’t slogans. Reproductive healthcare is complicated—and bans don’t make it kinder.,2026_05_21-21:07:09
"You can’t claim to value life while supporting laws that deny urgent medical treatment. Life includes the woman’s life, period.",2026_05_21-21:07:09
Funny how they scream about “protecting the unborn” but stay silent when women can’t get prenatal care. Talk is cheap—policy shows the truth.,2026_05_21-21:07:09
Just saw someone claim abortion is “rare” like it’s some spooky exception. Meanwhile pregnancy complications + missed miscarriages + violent assault aren’t theoretical. Access matters because real people have real lives.,2026_05_21-21:07:09
"Forced-birthing rhetoric always skips the part where women still need care after birth—pregnancy complications don’t magically vanish. “Pro-life” but no healthcare, no paid leave, no support.",2026_05_21-21:07:09
"A man telling women what to do with their bodies is wild. Like congrats, you have opinions. Now fund clinics, expand healthcare, and stop punishing survivors.",2026_05_21-21:07:09
"The people who scream “protect life” should try protecting the living: maternal mortality, domestic violence, affordable contraception. But sure, argue about someone else’s medical decisions.",2026_05_21-21:07:09
My friend had to wait weeks for care and it was terrifying. Calling that “accountability” is cruel. Barriers don’t reduce abortions—they just make them more dangerous.,2026_05_21-21:07:09
"If you oppose abortion but support cutting Medicaid and healthcare, you’re not protecting babies—you’re protecting your ideology. Outcomes for parents and kids don’t matter to you.",2026_05_21-21:07:09
Nothing like seeing protesters harass folks outside a clinic and then act surprised when it’s traumatizing. You can’t call it “help” while you intimidate people for needing medical care.,2026_05_21-21:07:09
It’s always the same talking point: “You can’t end a pregnancy.” Okay—then help prevent it with comprehensive sex ed and contraception. Otherwise it’s just punishment dressed up as morals.,2026_05_21-21:07:09
"I’m so tired of being told “adoption is a solution” by people who never plan to adopt. Like, cool plan—now address the costs, safety, and support.",2026_05_21-21:07:09
"Pro-life policies are basically: restrict care, delay care, then blame women for needing care. That’s not ethics—it’s control.",2026_05_21-21:07:09
"The “pro-life” crowd loves to talk about babies, then goes silent on prenatal care, paid leave, child support, and keeping families safe. Real life starts after the birth, too.",2026_05_21-21:07:09
Had to fight through red tape to get care after a pregnancy scare. Don’t tell me banning abortion is “just saving lives” when it’s really just making women suffer.,2026_05_21-21:07:09
"Anti-abortion laws aren’t moral—they’re coercion. If you can’t stand the idea of ending a pregnancy, fine. Don’t make your beliefs the law for everyone else.",2026_05_21-21:07:09
"Someone said “just put it up for adoption” like it’s a magic button. Adoption often costs money, time, and trauma—especially when the pregnancy is already complicated.",2026_05_21-21:07:09
"It’s wild how people scream “protect life” while celebrating shutting down clinics and cutting healthcare. If you cared, you’d support contraception, screenings, and comprehensive care.",2026_05_21-21:07:09
"Rape/incest cases are always treated like an asterisk. Like: “Okay, but… not really.” That attitude is exactly why women end up trapped with no options.",2026_05_21-21:07:09
"Every time a politician says “common-sense” about abortion restrictions, I hear “we don’t plan to fund anything that comes next.”",2026_05_21-21:07:09
Forced-birth policies are basically a punishment system for pregnant people. And then they act shocked when people turn to abortion to survive.,2026_05_21-21:07:09
Pro-choice doesn’t mean “no one should care.” It means the government shouldn’t control medical decisions and punish people for needing healthcare.,2026_05_21-21:07:09
My cousin’s appointment got delayed because of clinic harassment. Tell me again how it’s “about ethics” and not about making women miss their window.,2026_05_21-21:07:09
My pro-life friend says they “respect women” but still supports laws that would deny me care after SA or pregnancy complications. Respect isn’t voting to control someone else’s body.,2026_05_21-21:07:09
"The anti-abortion talking point always ignores logistics: travel, costs, coercion, harassment. They love “morality” until a real person is the one bleeding.",2026_05_21-21:07:09
"Every time they call abortion “murder,” I think about how they won’t lift a finger for paid leave, healthcare, or childcare. You can’t be pro-life and anti-life-support.",2026_05_21-21:07:09
"If you make abortion illegal, you’re not saving babies—you’re just pushing desperate people into riskier situations. That’s not compassion, it’s control.",2026_05_21-21:07:09
"Anti-choice lawmakers keep acting like it’s one simple decision. It’s medical care decided by a person and their doctor, not a policy panel with zero context.",2026_05_21-21:07:09
"Someone tried to shame me for getting care I needed. Meanwhile, they post about “innocent lives” and never mention the women who die from being forced to carry.",2026_05_21-21:07:09
Planned Parenthood didn’t “create” abortion. It provides options and prevention. Attacking healthcare then acting surprised people still need it is wild.,2026_05_21-21:07:09
"Let’s be clear: “pro-life” that only shows up before birth is not pro-life. It’s pro-birth, pro-punishment, and pro-paying nothing.",2026_05_21-21:07:09
The real scary part isn’t abortion—it’s the way conservatives talk about women like they’re property. Bodily autonomy shouldn’t be a debate club.,2026_05_21-21:07:09
"If your belief system requires politicians to override doctors and patients, it’s not faith—it’s coercion. Women deserve healthcare, not permission.",2026_05_21-21:07:09
"Had to explain this again: “pro-life” doesn’t mean life once the baby exists. It’s healthcare cuts, no support, and punishment dressed up as morals—real irony.",2026_05_21-21:07:09
"Crying in the car reading anti-abortion lies. Like yeah, because forced pregnancy is so “safe” when hospitals, childcare, and paid leave don’t exist.",2026_05_21-21:07:09
"My body shouldn’t be a political battleground. If conservatives want fewer abortions, they should fund sex ed, contraception, and healthcare—not harass patients.",2026_05_21-21:07:09
"Every time someone says “just put it up for adoption” I remember: they don’t offer adoption support, they just wash their hands. Women still pay the price.",2026_05_21-21:07:09
"Anti-abortion lawmakers always talk like pregnancy is consequence-free. They never mention trauma, complications, or how little help people get after birth.",2026_05_21-21:07:09
"If your ideology requires women to suffer to prove a point, it’s not “morality.” It’s control. Reproductive freedom is basic human rights.",2026_05_21-21:07:09
Planned Parenthood isn’t a villain. It’s healthcare. The real “fake” is pretending denying care is somehow compassion.,2026_05_21-21:07:09
"Watching people debate this like it’s abstract while ignoring that people have reasons—health risks, pregnancies from violence, circumstances you can’t see from a comment.",2026_05_21-21:07:09
“Heartbeat” talking points are used to scare people into silence. Medical decisions aren’t slogans. Let patients and doctors handle it.,2026_05_21-21:07:09
"I’m tired of conservatives acting like abortion is rare when they block the tools that prevent it. Cut taxes for billionaires, deny healthcare—then act shocked.",2026_05_21-21:07:09
"Watching anti-abortion politicians act like women don’t deserve care is wild. Like—rape, incest, ectopic pregnancy, complications… then suddenly “protect life” ends when it’s inconvenient.",2026_05_21-21:07:09
"Got into it with my uncle about abortion. He kept saying “just don’t do it,” like pregnancy doesn’t come with medical risk, coercion, or trauma. I’m so tired.",2026_05_21-21:07:09
"Pro-life always wants “consequences” for women but never shows up for prenatal care, childcare, or affordable healthcare. That’s not protection—that’s control.",2026_05_21-21:07:09
"The same people who say “save babies” will vote to cut welfare, healthcare, and school funding. Don’t tell me you care about life—prove it.",2026_05_21-21:07:09
Anti-abortion protesters outside clinics never talk about the women they harm. Just chants. Just signs. Meanwhile real people miss appointments and end up in worse situations.,2026_05_21-21:07:09
Someone tried to argue abortion is “murder” while admitting they’ve never needed healthcare. Cool story—my body isn’t a debate stage for your beliefs.,2026_05_21-21:07:09
"Abortion access is healthcare. Period. Not a moral punishment. Not a “lesson.” If they cared about women’s safety, they’d support clinics and evidence-based care.",2026_05_21-21:07:09
"It’s exhausting hearing “abortion should be illegal” when people ignore that banning it doesn’t stop it—it just makes it dangerous. Women deserve options, not harm.",2026_05_21-21:07:09
"My senator’s whole platform is abortion bans but they can’t even spell out what happens medically in complicated pregnancies. That’s not ethics, it’s cruelty.",2026_05_21-21:07:09
"If you think banning abortion makes society more moral, ask why there’s no plan for kids after birth. No money, no support—just suffering outsourced to women.",2026_05_21-21:07:09
